prolificid,age,gender,lifesat_2,po_spectrum_scale_1,po_engaged_1,traits_1,traits_2,traits_3,traits_4,traits_5,traits_6,traits_7,traits_8,traits_9,traits_10,traits_11,traits_12,traits_13,traits_14,traits_15,traits_16,traits_17,traits_18,traits_19,traits_20,change_traits_5,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9,values_10,values_11,values_12,values_13,values_14,values_15,values_16,values_17,values_18,values_19,values_20,values_21,values_22,values_23,values_24,values_25,values_26,values_27,values_28,change_values_4,goals_1,goals_2,goals_3,goals_4,goals_5,goal_importance_1,goal_importance_2,goal_importance_3,goal_importance_4,goal_importance_5,goal_length_1,goal_length_2,goal_length_3,goal_length_4,goal_length_5,goal_likelihood_6mo_1,goal_likelihood_6mo_2,goal_likelihood_6mo_3,goal_likelihood_6mo_4,goal_likelihood_6mo_5,goal_likelihood_5yr_1,goal_likelihood_5yr_2,goal_likelihood_5yr_3,goal_likelihood_5yr_4,goal_likelihood_5yr_5,goal_likelihood_ever_1,goal_likelihood_ever_2,goal_likelihood_ever_3,goal_likelihood_ever_4,goal_likelihood_ever_5,change_goals_4,events_unrelated_1,events_unrelated_2,events_unrelated_3,unrelated_valence_1,unrelated_valence_2,unrelated_valence_3,unrelated_importance_1,unrelated_importance_2,unrelated_importance_3,unrelated_mem_1,unrelated_mem_2,unrelated_mem_3,events_related_1,events_related_2,events_related_3,related_valence_1,related_valence_2,related_valence_3,related_importance_1,related_importance_2,related_importance_3,related_mem_1,related_mem_2,related_mem_3
5df97abeabec5d6fcbbc764d,68,2,8,15,1,3,7,3,7,7,7,7,3,7,6,1,1,1,1,1,2,1,1,1,1,1,4,4,1,4,7,7,7,7,7,7,7,6,7,7,5,7,7,6,5,6,7,7,7,7,7,6,4,4,1,Stay close to my daughter emotionally and physical,Be as financially secure as possible,Stay as healthy as possible,To see the Royals win another World Series,To learn to play the harmonica reasonably well,7,7,7,5,4,22 years,14 years,"25 years, on and off",since we last won (2015),"six years, off and on (mostly off)",7,7,5,1,4,7,7,4,6,6,7,7,6,7,6,1,I had surgery four days ago (hence I'm a bit grumpy).,Have gotten help from daughter due to surgery,Learned that favorite harmonica player has to have surgery in about a week,25,100,5,6,7,7,7,7,7,Facebook friend constantly posts political crap,Worry about my daughter's future,President Moron said or did something moronic (no sense singling out which thing... there are too many of them),25,0,100,3,7,7,7,7,7
5dd0098e01fadf0fa6c3a15f,35,2,5,25,3,4,6,4,5,5,4,4,2,5,4,3,3,2,4,6,4,4,2,5,5,2,5,2,2,2,2,4,6,1,1,1,2,1,1,1,1,2,1,2,3,4,1,1,1,1,5,1,5,3,1,Travel to Patagonia,Visit each National Park in the US,Increase my fitness,Eat more veggies,Hike the Pacific Coast Trail,5,6,6,6,4,3 yrs,5 yrs,1 yr,6 months,2 yrs,1,1,6,6,1,3,2,7,7,4,6,6,7,7,5,1,My friends father passed away from covid,I injured my wrist and ankle,My friend had a health scare,19,9,22,4,5,5,7,7,6,I voted,I watched the 1st presidential debate,I watched the VP debate,82,5,22,7,5,3,7,7,2
5b6f49b7d60bdd0001ade437,65,1,9,61,6,4,5,4,7,7,7,6,4,7,6,1,1,5,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,7,1,1,1,1,1,1,1,1,1,Retire,Travel,Get new car,Raise children,get grandchildren,7,7,5,7,7,40 years,30 years,1 year,15 years,15 years,1,1,7,1,1,6,7,7,7,1,7,7,7,7,6,1,Son playing lacrosse,Kids start school again,Going to trailer in country,100,100,100,7,7,7,7,7,7,watch debate,saw campaign signs,Listen to them rant on TV,61,0,8,2,1,1,7,7,4
5a94d24fb5e2110001c689b5,59,2,8,96,5,1,6,1,5,6,7,7,4,5,1,1,1,5,1,1,3,1,5,4,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,1,loving relationship,introducing people to Jesus Christ,cleaning house,caring for mother,spending time with dying sister,6,7,6,6,6,3 weeks,15 years,30 years,5 years,2 days,4,5,5,5,5,5,6,5,5,5,3,3,3,3,3,5,caring for my mom,praying,reading Bible,100,100,100,7,7,7,7,7,7,watching rally,praying,learning about candidates,54,100,53,3,7,4,3,7,3
579e1e2b275be6000135af15,44,1,2,0,9,4,6,7,7,1,7,7,1,7,3,5,1,2,3,3,6,3,4,1,4,2,7,1,1,1,1,1,7,7,7,1,7,7,7,7,1,1,1,7,1,1,1,1,1,7,1,1,7,7,1,get married,improve mental health,return to work,live in a house instead of apartment,get an xbox series x,7,7,6,6,5,1 year,most of my life,4 years,10 years,a few months,7,2,1,1,7,7,4,4,4,7,7,4,4,4,7,1,neighbors were evicted,son returned to school,went to a funeral,100,50,0,7,5,4,7,7,7,began avoiding old friends,stopped talking to my parents,keep getting stupid unwanted texts,0,0,50,7,7,1,7,7,1
5bf08e67d63d690001360a79,,,,24,8,1,6,4,6,6,5,6,4,5,3,1,1,1,1,1,1,1,2,1,1,2,4,1,1,4,1,1,7,1,1,1,1,1,1,1,4,4,6,5,1,6,1,1,1,1,1,4,6,1,1,Feeling better physically,Fixing my house,Putting a new roof on my house,Taking care of my grandsons,Finishing a degree,5,6,6,7,6,19,5,5,3,10,2,2,2,7,1,4,6,6,4,5,1,7,7,7,5,1,So sick with UTI that I can't take a flu shot yet.,Getting my mother an early birthday present.,Taking care of grandsons.,0,100,100,1,7,7,7,5,7,Telling my cousin when early voting starts.,Telling my mother what Trump is doing that he shouldn't be.,Telling my grandson we are voting on Monday.,100,50,89,7,7,7,6,6,6
5dcc948ed9873592337ae827,,,,82,9,5,6,5,6,6,6,6,6,6,6,1,1,1,5,1,1,1,1,1,1,1,7,4,,1,7,1,1,1,1,1,1,1,1,1,5,7,,6,5,7,7,1,1,4,4,4,,7,1,save for retirement,travel more,spend more time with family,retire to warm area,volunteer more,7,7,7,7,7,10,5,10,5,10,5,3,5,1,5,6,6,6,6,6,7,7,7,7,7,1,Had home for sale and could not sell so just took it off market,adult daughter just lost job,refinished portions of kitchen,0,0,82,7,7,6,7,7,7,Someone stole out Trump sign in the yard,I don't talk politics with my spouse anymore,I talk about politics more with my daughter,29,50,100,3,7,7,7,7,7
5d02b1ce6c69cf00162f5f1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d92832f82e59d001a0e7f1b,53,2,10,39,9,5,6,5,6,7,6,6,4,6,7,2,1,5,3,4,2,1,1,1,1,2,5,7,4,1,5,1,2,7,1,3,1,2,1,7,7,7,4,3,7,7,6,1,1,5,6,1,1,3,1,live frugal,do 10 pull ups,save money,lead with a grateful heart,reach out to friends & family,7,6,7,7,7,10 years,1 year,forever,2 years,1 year,7,6,7,6,7,7,7,7,7,,7,7,7,7,7,1,working,back to the gym,got a raise,100,100,100,7,7,4,7,7,7,filled out my balot,watched a town hall,paid attention to what is going on with the election,90,78,86,7,7,7,7,7,7
5dc37cc0380a67285572a9b3,,,,20,7,1,3,6,5,6,6,6,2,6,6,2,2,6,2,1,7,2,2,1,6,1,7,7,1,3,1,1,7,2,1,2,7,3,2,1,7,1,1,7,1,4,1,7,7,1,6,2,5,7,1,Be able to afford health insurance,One day actually own a home,Have no credit card debt to survive,Actually make $15 an hour,Not want to kill myself from depression,7,7,7,7,7,5 years,5 years ,5 years ,8 years,26 years ,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,Couldn’t afford rent,Car accident,Surgery,0,0,0,7,7,7,7,7,7,Arguments,Division,Robocalls,0,0,0,1,1,1,5,6,6
5dbdf54d13d4c7320ab224f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c817d90fae0130015ce9bda,,,,50,1,6,6,6,7,7,6,7,7,7,7,1,1,5,1,1,1,1,1,1,1,1,7,7,4,7,6,5,7,7,7,3,7,5,4,5,3,7,6,7,7,7,5,7,7,3,1,7,7,2,1,Go to see Wimbledon ,Go to Europe ,See the Grand Canyon,See Smithsonian museums,Attend The French Open,5,7,7,7,5,5 years ,15 years ,35 years ,35 years ,5 years ,1,1,1,1,1,1,2,2,2,1,1,5,7,7,2,1,My son was told he needs surgery on his hand,My husband possibly got a better position at his job,My father fell and has needed more assistance ,0,87,0,7,7,7,7,7,7,"Irritation, DAILY",the endless political mail is making my husband’s job even more unbearable ,The political phone calls are driving me crazy ,0,0,0,6,7,6,7,7,7
5d100514de34c40016972f5b,27,2,8,0,7,6,6,6,5,6,6,6,7,6,7,4,1,1,6,5,1,3,6,2,2,2,3,1,1,6,1,1,5,1,1,6,7,1,1,1,1,1,6,5,4,2,2,4,5,3,7,6,7,6,1,Get another story published,Purchase a rug,Go on vacation,Finish another story,Do my job well,5,2,5,5,6,1 year,1 month,1.5 years,6 months,4 months,1,5,2,5,6,6,7,4,7,7,7,7,7,7,7,3,Board networking event,Movie night,Sister's birthday,80,98,56,5,5,6,6,3,5,Watched the debate,Voted,Went to a notary ,25,75,92,2,7,7,7,6,7
5ddcd77f23f9f1c2c45d6c18,,,,10,9,2,4,2,4,4,4,4,1,4,3,3,4,6,3,5,5,5,3,4,4,1,7,7,2,5,1,6,7,1,1,2,1,1,1,1,1,4,1,7,2,5,4,1,1,1,7,1,7,6,1,To see the end of Trumpism.,To have enough money to last me for the rest of my life.,To have a simpler life.,To avoid Doctors.,For my health to be good enough to avoid Doctors.,6,7,7,6,7,4 years,20 years,25 years,8 years,3 years,5,6,2,6,6,5,6,3,4,4,5,6,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
5bc5552a23ecbb00012d6cb5,,,,38,6,1,7,7,7,7,6,4,1,7,7,1,1,1,4,1,2,1,1,1,1,1,2,5,7,1,7,4,4,1,1,1,7,1,1,1,2,7,5,1,2,7,7,1,7,5,1,1,5,3,1,Pay off debt,retire,travel,find peace,age gracefully,6,7,7,7,6,1 year,3 years,3 years,20 years,20 years,2,2,5,3,5,7,7,7,6,6,7,7,7,7,7,1,husband's medical procedures,applied for medicare,took out loan,21,97,65,7,5,6,7,7,7,Changed political party I'm registered in,talked about consequences of election,fly Trump flag,90,63,100,7,6,7,7,7,7
566a19b57da035000fb39b89,32,1,3,48,6,5,4,1,6,6,5,5,6,6,5,1,2,1,1,2,1,1,3,1,2,1,4,1,5,1,2,1,5,6,5,6,5,5,6,7,6,1,1,1,1,6,5,5,5,4,4,1,1,1,1,Financial Security,Finding purpose,Finding another job,Marriage,Traveling,7,7,7,5,6,10,5,2,3,7,1,1,4,1,1,4,4,6,5,6,4,4,7,4,6,1,New gym equipment,New computer monitor,New food recipe,80,71,75,6,4,4,2,2,5,Joe Biden son,Donald Trump town hall,Nancy Pelosi meltdown on CNN,0,70,100,7,5,4,7,5,6
5e01451c6e8aabd0d17df3a9,40,1,10,50,7,1,7,7,7,7,2,7,6,7,7,1,1,1,4,1,1,1,4,1,1,6,4,1,2,1,4,3,3,1,1,4,1,1,4,1,3,1,6,5,1,5,1,3,2,4,6,2,1,3,6,Buy a house,Build my career,Spend more time with family,Exercise ,voluneer more,7,7,7,7,7,6,6,6,6,6,6,5,5,5,6,7,7,7,6,6,7,6,6,6,6,6,none,none,none,0,0,0,1,1,1,1,1,1,Kamala Harris lied during the vice presidential debate,Stimulus check delay by Mancy Pelosi,confirming Judge Barret,13,20,16,5,5,5,5,6,6
5de33dabc22a30362e4450a5,59,2,6,11,0,1,5,5,5,4,6,6,2,6,3,4,4,1,1,1,1,1,1,1,1,2,1,2,3,4,1,1,6,1,1,1,5,1,1,7,2,1,5,6,2,6,1,1,1,1,1,3,1,1,1,To stop smoking,To spend more time with my mother.,To start eating a little healthier.,To save some money.,To stop procrastinating so much.,7,4,5,7,7,10 years at least.,Just now.,About a couple of months.,About a year.,"So long, that I can't remember.",5,5,6,6,5,7,6,6,7,6,7,6,6,6,5,1,"The virus, can't really go anywhere.",Went to my son's to babysit my grandson.,I went grocery shopping with my mom on Thursday.,2,100,60,6,7,5,7,6,5,I don't have any.  Don't watch the news.,,,89,,,5,,,1,,
5dc9f3a0e2633171257d503e,,,,0,10,7,6,6,7,4,6,7,7,7,6,1,1,1,1,1,1,7,1,1,1,1,4,1,4,7,7,1,6,1,1,1,1,1,1,1,1,7,7,7,4,7,4,4,1,6,7,4,7,7,1, going on a cruise  ,retiring , fishing trip ,50th marriage celebrating ,spending time with the family,6,7,7,7,7,one year,two years,five month,eight month,five month,6,7,7,7,7,5,7,7,7,7,7,7,7,7,7,1,church meeting,shopping,walking,100,100,100,7,6,7,7,7,7,debate ,voting ,tweets ,18,100,25,5,7,2,7,7,4
56849d528f456f000c45e1dd,,,,46,0,4,5,5,5,6,6,6,5,6,6,1,1,1,1,1,1,1,1,1,1,7,1,1,5,4,1,1,5,2,1,1,1,1,1,1,6,1,1,6,6,7,1,6,1,4,5,1,1,1,1,Move to a new state,Work more hours,Work more side jobs,Create a forum to help people form helpful life skills,Create a great video game,7,7,7,6,5,1 year,6 months,1 year,6 months,3 years,7,7,6,7,4,7,7,6,6,4,7,7,7,6,7,4,I was able to earn a good amount of money,I successfully saved money for emergencies,I met great new people,100,89,100,6,7,6,7,4,7,I requested a copy of my voter registration,I read information about the election,I watched the debate between trump and biden,92,50,50,7,6,4,7,6,4
57ce74a271536c00015f12ed,,,,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d9b8094193fe5031a42e0b4,,,,50,7,3,4,3,7,5,6,7,3,7,2,2,1,5,2,5,4,3,2,2,2,1,,1,1,,5,1,6,1,1,1,1,1,1,1,4,4,7,6,1,7,7,1,1,3,4,4,4,4,1,stay healthy,be financially secure ,see my children get married,hold my grandchild,visit ireland,7,7,7,7,7,forever,forever,forever,forever,forever,2,2,1,1,,4,4,2,2,1,4,4,4,4,4,1,got up in the morning,ate,went to bed at night,100,100,,7,7,7,7,7,7,,,,,,,,,,,,
5d88dcb723dfcc00151fd043,,,,85,7,4,4,6,7,5,7,7,5,7,6,1,1,1,1,1,1,1,1,1,1,1,7,4,4,1,7,4,1,1,1,1,1,1,1,1,7,7,4,4,7,7,7,1,1,4,1,4,7,4,1,Building up our business,Renovating our home,Taking time for myself,Volunteering,,7,4,7,7,,10 years,1 year,ongoing,ongoing,,7,5,7,4,,4,7,7,5,,7,7,7,7,,1,Visited family,Spent time with friends,Yardwork,100,100,50,7,7,4,7,7,7,talked to friends about election,watched debates,listen to talk show regarding election,45,50,50,7,5,5,7,7,7
5ca2d3dd010c73001606b7d8,43,2,7,56,3,2,6,3,5,4,4,5,2,6,6,2,2,3,4,3,4,4,2,2,3,1,6,2,3,5,2,2,3,7,7,7,7,6,7,7,3,2,7,4,2,6,2,6,6,2,2,4,2,4,1,Educate my children,Be a good parent,Start a new career,Volunteer part-time,Be a good Christian,5,6,2,3,7,12 years,15 years,1 year,10 years,20 years,1,1,3,1,1,4,1,4,4,1,7,4,6,7,4,1,Met with principal of my child's school,Met with my child's teacher,Held outdoor church service in our yard,40,10,67,4,5,4,7,7,4,Watched presidential debate,Watched VP debate,Voted by mail,59,68,93,2,3,6,7,7,7
5d5b74c1fe8768000131db67,25,2,7,13,7,4,7,6,7,6,6,7,4,6,6,2,2,2,2,2,2,2,2,2,2,2,5,4,3,3,2,2,2,3,4,4,4,3,1,3,2,2,1,3,3,4,1,3,2,2,4,4,2,2,2,Finish graduate school,Get married,Own a house,Get a dog,Travel the world,7,6,6,6,7,2 years,2 years,1 year,4 years,10 years,3,1,1,2,1,7,6,4,6,4,7,7,7,7,6,1,Went for a walk,Hiked Franconia Ridge,Made ravioli,72,65,50,3,5,2,2,7,3,Voted early,Helped texting campaign,Talked about the news,91,68,34,6,4,3,6,3,2
598ba20f716a2c000187ce01,49,1,3,17,8,3,6,3,6,5,4,6,1,6,5,2,3,5,2,4,4,2,2,2,2,1,3,1,4,1,3,2,5,1,1,1,1,1,1,1,1,3,4,4,1,5,2,1,2,2,2,2,6,4,1,get a job in software development,have savings enough to retire,take a vacation next year (if no COVID-19),have money enough to have Christmas this year.,lose 100 lbs over the next few years.,7,6,4,6,5,5 years,15 years,4 months,1 month,2 years,4,1,1,6,1,6,3,6,7,4,6,5,6,7,5,2,Fixed the hood of my truck.,Bought clothes for my child.,Took more time to look at open jobs.,80,89,56,3,5,6,4,5,3,watched part of the first presidential debate,actively watch news about election and mail-in ballots.,voted during the early voting period in my state.,9,50,100,3,4,7,2,2,7
5c101f812a1a620001f04007,66,2,9,100,9,6,6,5,7,7,7,7,6,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,7,1,2,1,1,1,1,1,1,1,7,7,7,3,7,7,7,1,1,7,2,6,4,1,1,Lose weight,Get out of debt,Save money,Move out of the state I live in,Spend more time with family,7,7,7,7,7,5 years,3 years,10 years, 10 years,10 years,7,6,6,1,6,7,7,7,7,7,7,7,7,7,7,1,Vacation to Texas,My birthday party,Quit smoking,100,100,100,7,6,7,7,7,7,Watched the debates,Spoke to people about the choices I have made,Supported a candidate financially,50,90,100,7,7,6,7,6,4
5bebd4111296920001d55c5a,36,2,6,15,6,5,6,4,6,6,5,6,6,6,6,3,2,2,3,3,5,2,4,2,2,1,7,2,1,2,1,5,5,1,2,5,1,2,1,1,1,4,2,3,1,4,4,2,1,2,5,1,5,1,1,pay student debt,increase retirement savings,increase emergency savings,get a better job,move to a new house,7,6,7,6,5,5 years,2 years,1 year,1 year,1 year,1,3,5,3,2,2,6,7,7,6,6,7,7,7,7,1,went to a concert of live music,went to dinner with my boyfriend and friends,played trivia,85,90,90,3,5,3,6,6,5,watched the presidential debate,watched the VP debate,made bets on Predictit,80,80,85,6,5,3,7,7,7
599de70d8a6cc5000128f980,31,2,8,17,8,4,6,5,7,6,6,6,6,7,6,1,1,1,3,1,1,1,1,1,1,1,3,2,1,4,,1,6,1,1,1,6,1,1,1,4,5,1,5,2,4,2,1,1,2,5,2,6,,1,start a business,get married,start a family,donate time to charity,adopt a pet,6,5,6,3,4,5,10,10,3,1,2,1,1,5,5,6,5,4,6,6,5,5,6,6,7,1,birth of a child's friend,change in job description at work,got a new roof on my house,99,73,82,7,7,6,7,7,7,I registered to vote, I paid attention to the candidates,I ordered my mail in ballot,72,45,75,7,6,7,7,7,7
5bfadc1846911f0001d7d1eb,22,1,2,0,8,3,4,3,7,3,4,6,1,7,3,5,3,6,2,3,4,1,5,2,3,1,7,3,3,3,1,7,7,1,2,2,1,1,1,1,1,4,1,7,5,5,1,1,1,1,7,4,7,6,1,get a better job,get married,have kids,go back to college,stop being lazy,7,5,6,5,4,3 years,3 years,3 years,1 year,4 years,3,2,1,6,5,6,6,5,7,6,7,6,6,7,6,1,bought tickets for a concert that happens a year from now,made plans to go back to school next year,planned a friend's birthday party,96,85,81,3,6,5,7,7,6,I debated my friends about Trump vs Biden,I considered voting early,I considered voting independent,28,66,76,3,7,6,5,4,4
5e217a34e8ff3a469b5dfebc,23,2,6,35,7,4,6,5,6,4,5,5,5,6,6,1,1,2,5,2,2,1,2,1,2,1,6,4,4,4,1,3,4,7,7,5,6,7,5,4,4,2,3,3,4,4,3,3,3,3,3,3,4,3,1,Find a new job,save money,lose weight,,,7,7,5,,,3 months,9 months,6 months,,,5,5,3,,,7,7,5,,,7,7,4,,,1,Was furloughed,Car broke down,Began a new medication,19,0,50,7,7,3,7,7,2,Stopped talking to certain people,,,40,,,5,,,7,,
5d50e977b0386d00013e105c,22,1,7,95,10,7,6,2,6,4,7,7,4,7,2,2,1,2,1,2,2,2,2,2,2,1,7,4,3,1,4,1,1,7,6,1,3,6,1,7,7,7,5,1,7,7,6,6,7,5,2,3,1,7,1,Retire by 40,Don't get any major health problems,Have enough passive income to not have to worry about money,Find something (career) I really love doing,Find a hobby that I enjoy doing,7,7,7,7,5,3 years,10 years,3 years,1 year,1 year,1,1,1,2,2,1,1,1,4,3,7,6,7,6,7,2,I gained 5 pounds.,I started to eat more healthy.,I have started looking for other jobs.,5,90,60,2,6,6,5,5,3,I have been watching more and more of Trump's rallies.,I have spent hours talking on the phone with friends about the upcoming election.,I have started learning more and more about Joe and Hunter Biden's longstanding corruption.,100,95,95,1,2,7,7,7,7
5ca17355f1e809001169e3c8,34,1,5,26,8,4,6,5,6,3,5,6,5,6,6,1,2,3,3,3,2,5,1,3,2,2,1,1,2,2,1,1,4,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,4,1,1,1,2,2,buy a new house,buy a luxury car,save money for kids college ,save money for retirement,build healthy life style,6,4,7,7,4,3 years,1 year,5 years,10 years,1 year,4,4,3,3,4,7,7,4,4,4,7,7,7,7,7,2,too much work,sleepless nights,become tired soon,10,8,6,1,1,1,1,2,2,started watching news closely,discussing with friends about politics,spending more time in front of tv,50,50,50,4,4,4,3,3,3
